binomial,valid,Order,suborder,Family,length,lengthmeasure,conversion,intercept,slope,logmass,mass,intree,nameintree
Calamaria acutirostris,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,no,NA
Calamaria bicolor,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,no,NA
Calamaria modesta,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,no,NA
Calamaria septentrionalis,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,no,NA
Eirenis africana,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,no,NA
Oligodon annulifer,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,no,NA
Oligodon barroni,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,yes,Oligodon barroni
Oligodon erythrogaster,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,no,NA
Oligodon petronellae,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,no,NA
Oligodon travancoricus,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,no,NA
Scolecophis atrocinctus,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,no,NA
Tantilla melanocephala,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,yes,Tantilla melanocephala
Telescopus pulcher,yes,Squamata,Serpentes,Colubridae,450.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.19,15.4,no,NA
Amerotyphlops stadelmani,yes,Squamata,Serpentes,Typhlopidae,310.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.19,15.4,no,NA
Grypotyphlops acutus,yes,Squamata,Serpentes,Typhlopidae,310.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.19,15.4,no,NA
Letheobia crossii,yes,Squamata,Serpentes,Typhlopidae,310.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.19,15.4,no,NA
Letheobia pauwelsi,yes,Squamata,Serpentes,Typhlopidae,310.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.19,15.4,no,NA
Letheobia wittei,yes,Squamata,Serpentes,Typhlopidae,310.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.19,15.4,no,NA
Thamnophis conanti,yes,Squamata,Serpentes,Natricidae,414.5,TL,Natricidae (Scharf et al. 2014),-7.456,3.303,1.19,15.5,no,NA
Adelphicos quadrivirgatum,yes,Squamata,Serpentes,Dipsadidae,390.0,TL,Dipsadidae**,-5.381,2.536,1.19,15.5,yes,Adelphicos quadrivirgatus
Atractus bocourti,yes,Squamata,Serpentes,Dipsadidae,390.0,TL,Dipsadidae**,-5.381,2.536,1.19,15.5,no,NA
Atractus edioi,yes,Squamata,Serpentes,Dipsadidae,390.0,TL,Dipsadidae**,-5.381,2.536,1.19,15.5,no,NA
Coniophanes dromiciformis,yes,Squamata,Serpentes,Dipsadidae,390.0,TL,Dipsadidae**,-5.381,2.536,1.19,15.5,no,NA
Thamnodynastes yavi,yes,Squamata,Serpentes,Dipsadidae,390.0,TL,Dipsadidae**,-5.381,2.536,1.19,15.5,no,NA
Alluaudina bellyi,yes,Squamata,Serpentes,Lamprophiidae,447.0,TL,Lamprophiidae,-6.286,2.821,1.19,15.5,yes,Alluaudina bellyi
Carphophis vermis,yes,Squamata,Serpentes,Dipsadidae,391.0,TL,Dipsadidae**,-5.381,2.536,1.19,15.6,no,NA
Geophis incomptus,yes,Squamata,Serpentes,Dipsadidae,391.0,TL,Dipsadidae**,-5.381,2.536,1.19,15.6,no,NA
Echis jogeri,yes,Squamata,Serpentes,Viperidae,300.0,TL,Viperidae,-6.013,2.910,1.20,15.7,yes,Echis jogeri
Dipsas baliomelas,yes,Squamata,Serpentes,Dipsadidae,393.0,TL,Dipsadidae**,-5.381,2.536,1.20,15.8,no,NA
Rhadinella hannsteini,yes,Squamata,Serpentes,Dipsadidae,393.0,TL,Dipsadidae**,-5.381,2.536,1.20,15.8,no,NA
Tachymenis tarmensis,yes,Squamata,Serpentes,Dipsadidae,393.0,TL,Dipsadidae**,-5.381,2.536,1.20,15.8,no,NA
Atractaspis engdahli,yes,Squamata,Serpentes,Lamprophiidae,450.0,TL,Lamprophiidae,-6.286,2.821,1.20,15.8,no,NA
Duberria lutrix,yes,Squamata,Serpentes,Lamprophiidae,450.0,TL,Lamprophiidae,-6.286,2.821,1.20,15.8,yes,Duberria lutrix
Gonionotophis brussauxi,yes,Squamata,Serpentes,Lamprophiidae,450.0,TL,Lamprophiidae,-6.286,2.821,1.20,15.8,yes,Gonionotophis brussauxi
Gonionotophis klingi,yes,Squamata,Serpentes,Lamprophiidae,450.0,TL,Lamprophiidae,-6.286,2.821,1.20,15.8,no,NA
Lycophidion hellmichi,yes,Squamata,Serpentes,Lamprophiidae,450.0,TL,Lamprophiidae,-6.286,2.821,1.20,15.8,no,NA
Lycophidion irroratum,yes,Squamata,Serpentes,Lamprophiidae,450.0,TL,Lamprophiidae,-6.286,2.821,1.20,15.8,no,NA
Pseudoxyrhopus imerinae,yes,Squamata,Serpentes,Lamprophiidae,450.0,TL,Lamprophiidae,-6.286,2.821,1.20,15.8,no,NA
Geophis anocularis,yes,Squamata,Serpentes,Dipsadidae,321.0,SVL,Dipsadidae**,-5.219,2.561,1.20,15.9,no,NA
Calamaria thanhi,yes,Squamata,Serpentes,Colubridae,455.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.20,15.9,no,NA
Tantilla bairdi,yes,Squamata,Serpentes,Colubridae,455.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.20,15.9,no,NA
Atractus arangoi,yes,Squamata,Serpentes,Dipsadidae,395.0,TL,Dipsadidae**,-5.381,2.536,1.20,16.0,no,NA
Erythrolamprus mertensi,yes,Squamata,Serpentes,Dipsadidae,395.0,TL,Dipsadidae**,-5.381,2.536,1.20,16.0,no,NA
Atractus clarki,yes,Squamata,Serpentes,Dipsadidae,396.0,TL,Dipsadidae**,-5.381,2.536,1.21,16.1,no,NA
Thamnodynastes marahuaquensis,yes,Squamata,Serpentes,Dipsadidae,396.0,TL,Dipsadidae**,-5.381,2.536,1.21,16.1,no,NA
Hologerrhum dermali,yes,Squamata,Serpentes,Natricidae,420.0,TL,Natricidae (Scharf et al. 2014),-7.456,3.303,1.21,16.2,no,NA
Geophis sieboldi,yes,Squamata,Serpentes,Dipsadidae,397.0,TL,Dipsadidae**,-5.381,2.536,1.21,16.2,no,NA
Apostolepis parassimilis,yes,Squamata,Serpentes,Dipsadidae,397.5,TL,Dipsadidae**,-5.381,2.536,1.21,16.3,no,NA
Geophis fulvoguttatus,yes,Squamata,Serpentes,Dipsadidae,398.0,TL,Dipsadidae**,-5.381,2.536,1.21,16.3,no,NA
Calamaria schlegeli,yes,Squamata,Serpentes,Colubridae,460.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.21,16.3,no,NA
Sibynophis subpunctatus,yes,Squamata,Serpentes,Colubridae,460.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.21,16.3,yes,Sibynophis subpunctatus
Coniophanes taylori,yes,Squamata,Serpentes,Dipsadidae,325.0,SVL,Dipsadidae**,-5.219,2.561,1.21,16.4,no,NA
Anilios nigricaudus,yes,Squamata,Serpentes,Typhlopidae,315.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.21,16.4,no,NA
Ficimia publia,yes,Squamata,Serpentes,Colubridae,461.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.22,16.4,no,NA
Phalotris multipunctatus,yes,Squamata,Serpentes,Dipsadidae,326.0,SVL,Dipsadidae**,-5.219,2.561,1.22,16.5,no,NA
Eirenis levantinus,yes,Squamata,Serpentes,Colubridae,462.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.22,16.5,yes,Eirenis levantinus
Tantilla capistrata,yes,Squamata,Serpentes,Colubridae,462.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.22,16.5,no,NA
Atractus balzani,yes,Squamata,Serpentes,Dipsadidae,400.0,TL,Dipsadidae**,-5.381,2.536,1.22,16.5,no,NA
Atractus flammigerus,yes,Squamata,Serpentes,Dipsadidae,400.0,TL,Dipsadidae**,-5.381,2.536,1.22,16.5,yes,Atractus flammigerus
Atractus fuliginosus,yes,Squamata,Serpentes,Dipsadidae,400.0,TL,Dipsadidae**,-5.381,2.536,1.22,16.5,no,NA
Atractus imperfectus,yes,Squamata,Serpentes,Dipsadidae,400.0,TL,Dipsadidae**,-5.381,2.536,1.22,16.5,no,NA
Atractus mariselae,yes,Squamata,Serpentes,Dipsadidae,400.0,TL,Dipsadidae**,-5.381,2.536,1.22,16.5,no,NA
Atractus roulei,yes,Squamata,Serpentes,Dipsadidae,400.0,TL,Dipsadidae**,-5.381,2.536,1.22,16.5,no,NA
Atractus univittatus,yes,Squamata,Serpentes,Dipsadidae,400.0,TL,Dipsadidae**,-5.381,2.536,1.22,16.5,no,NA
Chersodromus rubriventris,yes,Squamata,Serpentes,Dipsadidae,400.0,TL,Dipsadidae**,-5.381,2.536,1.22,16.5,no,NA
Coniophanes schmidti,yes,Squamata,Serpentes,Dipsadidae,400.0,TL,Dipsadidae**,-5.381,2.536,1.22,16.5,no,NA
Emmochliophis fugleri,yes,Squamata,Serpentes,Dipsadidae,400.0,TL,Dipsadidae**,-5.381,2.536,1.22,16.5,no,NA
Hypsiglena tanzeri,yes,Squamata,Serpentes,Dipsadidae,400.0,TL,Dipsadidae**,-5.381,2.536,1.22,16.5,no,NA
Typhlops contorhinus,yes,Squamata,Serpentes,Typhlopidae,316.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.22,16.6,yes,Typhlops contorhinus
Geophis godmani,yes,Squamata,Serpentes,Dipsadidae,401.0,TL,Dipsadidae**,-5.381,2.536,1.22,16.6,yes,Geophis godmani
Macroprotodon abubakeri,yes,Squamata,Serpentes,Colubridae,464.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.22,16.7,yes,Macroprotodon abubakeri
Gongylosoma scripta,yes,Squamata,Serpentes,Colubridae,465.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.22,16.8,no,NA
Atractus iridescens,yes,Squamata,Serpentes,Dipsadidae,403.0,TL,Dipsadidae**,-5.381,2.536,1.23,16.8,no,NA
Rhadinaea flavilata,yes,Squamata,Serpentes,Dipsadidae,403.0,TL,Dipsadidae**,-5.381,2.536,1.23,16.8,yes,Rhadinaea flavilata
Calamaria buchi,yes,Squamata,Serpentes,Colubridae,466.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.23,16.9,no,NA
Dipsas maxillaris,yes,Squamata,Serpentes,Dipsadidae,405.0,TL,Dipsadidae**,-5.381,2.536,1.23,17.0,no,NA
Taeniophallus nebularis,yes,Squamata,Serpentes,Dipsadidae,331.0,SVL,Dipsadidae**,-5.219,2.561,1.23,17.2,no,NA
Typhlops sulcatus,yes,Squamata,Serpentes,Typhlopidae,319.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.23,17.2,yes,Typhlops sulcatus
Tropidophis greenwayi,yes,Squamata,Serpentes,Tropidophiidae,380.0,TL,all snakes,-5.465,2.597,1.23,17.2,yes,Tropidophis greenwayi
Calamaria grabowskyi,yes,Squamata,Serpentes,Colubridae,470.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.24,17.2,no,NA
Bitis albanica,yes,Squamata,Serpentes,Viperidae,310.0,TL,Viperidae,-6.013,2.910,1.24,17.3,no,NA
Sibon manzanaresi,yes,Squamata,Serpentes,Dipsadidae,407.0,TL,Dipsadidae**,-5.381,2.536,1.24,17.3,no,NA
Cylindrophis opisthorhodus,yes,Squamata,Serpentes,Cylindrophiidae,320.0,TL,Booidea**,-5.982,2.882,1.24,17.3,no,NA
Rhinophis fergusonianus,yes,Squamata,Serpentes,Uropeltidae,320.0,TL,Booidea**,-5.982,2.882,1.24,17.3,no,NA
Uropeltis liura,yes,Squamata,Serpentes,Uropeltidae,320.0,TL,Booidea**,-5.982,2.882,1.24,17.3,yes,Uropeltis liura
Gonionotophis laurenti,yes,Squamata,Serpentes,Lamprophiidae,465.0,TL,Lamprophiidae,-6.286,2.821,1.24,17.3,no,NA
Rhabdophis angeli,yes,Squamata,Serpentes,Natricidae,429.0,TL,Natricidae (Scharf et al. 2014),-7.456,3.303,1.24,17.3,no,NA
Anilios batillus,yes,Squamata,Serpentes,Typhlopidae,320.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.24,17.4,no,NA
Anilios centralis,yes,Squamata,Serpentes,Typhlopidae,320.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.24,17.4,no,NA
Atractus caete,yes,Squamata,Serpentes,Dipsadidae,408.0,TL,Dipsadidae**,-5.381,2.536,1.24,17.4,no,NA
Atractus potschi,yes,Squamata,Serpentes,Dipsadidae,408.0,TL,Dipsadidae**,-5.381,2.536,1.24,17.4,no,NA
Sibon carri,yes,Squamata,Serpentes,Dipsadidae,408.0,TL,Dipsadidae**,-5.381,2.536,1.24,17.4,no,NA
Adelophis foxi,yes,Squamata,Serpentes,Natricidae,430.0,TL,Natricidae (Scharf et al. 2014),-7.456,3.303,1.24,17.5,yes,Adelophis foxi
Anoplohydrus aemulans,yes,Squamata,Serpentes,Natricidae,430.0,TL,Natricidae (Scharf et al. 2014),-7.456,3.303,1.24,17.5,no,NA
Hydrablabes praefrontalis,yes,Squamata,Serpentes,Natricidae,430.0,TL,Natricidae (Scharf et al. 2014),-7.456,3.303,1.24,17.5,no,NA
Opisthotropis cheni,yes,Squamata,Serpentes,Natricidae,430.0,TL,Natricidae (Scharf et al. 2014),-7.456,3.303,1.24,17.5,yes,Opisthotropis cheni
Geophis cancellatus,yes,Squamata,Serpentes,Dipsadidae,410.0,TL,Dipsadidae**,-5.381,2.536,1.25,17.6,no,NA
Sibon dunni,yes,Squamata,Serpentes,Dipsadidae,410.0,TL,Dipsadidae**,-5.381,2.536,1.25,17.6,no,NA
Atractus savagei,yes,Squamata,Serpentes,Dipsadidae,335.0,SVL,Dipsadidae**,-5.219,2.561,1.25,17.7,no,NA
Atractus emigdioi,yes,Squamata,Serpentes,Dipsadidae,411.0,TL,Dipsadidae**,-5.381,2.536,1.25,17.7,no,NA
Xenopholis werdingorum,yes,Squamata,Serpentes,Dipsadidae,411.0,TL,Dipsadidae**,-5.381,2.536,1.25,17.7,no,NA
Uropeltis macrolepis,yes,Squamata,Serpentes,Uropeltidae,323.0,TL,Booidea**,-5.982,2.882,1.25,17.8,no,NA
Atractus manizalesensis,yes,Squamata,Serpentes,Dipsadidae,336.0,SVL,Dipsadidae**,-5.219,2.561,1.25,17.8,no,NA
Gomesophis brasiliensis,yes,Squamata,Serpentes,Dipsadidae,336.0,SVL,Dipsadidae**,-5.219,2.561,1.25,17.8,yes,Gomesophis brasiliensis
Aparallactus guentheri,yes,Squamata,Serpentes,Lamprophiidae,470.0,TL,Lamprophiidae,-6.286,2.821,1.25,17.9,yes,Aparallactus guentheri
Xenocalamus transvaalensis,yes,Squamata,Serpentes,Lamprophiidae,470.0,TL,Lamprophiidae,-6.286,2.821,1.25,17.9,yes,Xenocalamus transvaalensis
Tropidophis hardyi,yes,Squamata,Serpentes,Tropidophiidae,334.0,SVL,all snakes,-5.773,2.786,1.26,18.1,no,NA
Atractus maculatus,yes,Squamata,Serpentes,Dipsadidae,415.0,TL,Dipsadidae**,-5.381,2.536,1.26,18.1,no,NA
Eirenis aurolineatus,yes,Squamata,Serpentes,Colubridae,480.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.26,18.2,yes,Eirenis aurolineatus
Lycodon zawi,yes,Squamata,Serpentes,Colubridae,480.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.26,18.2,yes,Lycodon zawi
Oligodon macrurus,yes,Squamata,Serpentes,Colubridae,480.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.26,18.2,no,NA
Rabdion forsteni,yes,Squamata,Serpentes,Colubridae,480.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.26,18.2,no,NA
Sonora semiannulata,yes,Squamata,Serpentes,Colubridae,480.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.26,18.2,yes,Sonora semiannulata
Calamodontophis paucidens,yes,Squamata,Serpentes,Dipsadidae,416.0,TL,Dipsadidae**,-5.381,2.536,1.26,18.2,yes,Calamodontophis paucidens
Ogmodon vitianus,yes,Squamata,Serpentes,Elapidae,323.0,SVL,Elapidae,-4.892,2.453,1.26,18.3,no,NA
Geophis zeledoni,yes,Squamata,Serpentes,Dipsadidae,417.0,TL,Dipsadidae**,-5.381,2.536,1.26,18.4,no,NA
Atractus bocki,yes,Squamata,Serpentes,Dipsadidae,340.0,SVL,Dipsadidae**,-5.219,2.561,1.26,18.4,no,NA
Calamaria abramovi,yes,Squamata,Serpentes,Colubridae,482.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.26,18.4,no,NA
Amerotyphlops brongersmianus,yes,Squamata,Serpentes,Typhlopidae,325.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.26,18.4,yes,Typhlops brongersmianus
Liotyphlops ternetzii,yes,Squamata,Serpentes,Anomalepididae,365.0,TL,Scolecophidia,-6.596,3.068,1.27,18.4,no,NA
Atractus surucucu,yes,Squamata,Serpentes,Dipsadidae,418.0,TL,Dipsadidae**,-5.381,2.536,1.27,18.5,no,NA
Ficimia streckeri,yes,Squamata,Serpentes,Colubridae,483.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.27,18.5,yes,Ficimia streckeri
Atractus thalesdelemai,yes,Squamata,Serpentes,Dipsadidae,419.0,TL,Dipsadidae**,-5.381,2.536,1.27,18.6,no,NA
Geophis latifrontalis,yes,Squamata,Serpentes,Dipsadidae,419.0,TL,Dipsadidae**,-5.381,2.536,1.27,18.6,no,NA
Amerotyphlops tenuis,yes,Squamata,Serpentes,Typhlopidae,326.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.27,18.6,no,NA
Typhlops schwartzi,yes,Squamata,Serpentes,Typhlopidae,326.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.27,18.6,yes,Typhlops schwartzi
Atractus attenuates,yes,Squamata,Serpentes,Dipsadidae,420.0,TL,Dipsadidae**,-5.381,2.536,1.27,18.7,no,NA
Atractus crassicaudatus,yes,Squamata,Serpentes,Dipsadidae,420.0,TL,Dipsadidae**,-5.381,2.536,1.27,18.7,no,NA
Atractus erythromelas,yes,Squamata,Serpentes,Dipsadidae,420.0,TL,Dipsadidae**,-5.381,2.536,1.27,18.7,no,NA
Atractus microrhynchus,yes,Squamata,Serpentes,Dipsadidae,420.0,TL,Dipsadidae**,-5.381,2.536,1.27,18.7,no,NA
Atractus nicefori,yes,Squamata,Serpentes,Dipsadidae,420.0,TL,Dipsadidae**,-5.381,2.536,1.27,18.7,no,NA
Atractus steyermarki,yes,Squamata,Serpentes,Dipsadidae,420.0,TL,Dipsadidae**,-5.381,2.536,1.27,18.7,no,NA
Tropidophis jamaicensis,yes,Squamata,Serpentes,Tropidophiidae,338.0,SVL,all snakes,-5.773,2.786,1.27,18.7,no,NA
Atractus schach,yes,Squamata,Serpentes,Dipsadidae,421.0,TL,Dipsadidae**,-5.381,2.536,1.27,18.8,yes,Atractus schach
Ninia diademata,yes,Squamata,Serpentes,Dipsadidae,421.0,TL,Dipsadidae**,-5.381,2.536,1.27,18.8,no,NA
Lycodon synaptor,yes,Squamata,Serpentes,Colubridae,487.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.28,18.9,no,NA
Atractus obtusirostris,yes,Squamata,Serpentes,Dipsadidae,422.0,TL,Dipsadidae**,-5.381,2.536,1.28,18.9,no,NA
Coniophanes longinquus,yes,Squamata,Serpentes,Dipsadidae,422.0,TL,Dipsadidae**,-5.381,2.536,1.28,18.9,no,NA
Uropeltis madurensis,yes,Squamata,Serpentes,Uropeltidae,330.3,TL,Booidea**,-5.982,2.882,1.28,18.9,no,NA
Amblyodipsas ventrimaculata,yes,Squamata,Serpentes,Lamprophiidae,480.0,TL,Lamprophiidae,-6.286,2.821,1.28,19.0,no,NA
Lycophidion depressirostre,yes,Squamata,Serpentes,Lamprophiidae,480.0,TL,Lamprophiidae,-6.286,2.821,1.28,19.0,no,NA
Lycophidion laterale,yes,Squamata,Serpentes,Lamprophiidae,480.0,TL,Lamprophiidae,-6.286,2.821,1.28,19.0,yes,Lycophidion laterale
Calamaria griswoldi,yes,Squamata,Serpentes,Colubridae,488.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.28,19.0,no,NA
Lycodon striatus,yes,Squamata,Serpentes,Colubridae,488.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.28,19.0,no,NA
Rhinophis erangaviraji,yes,Squamata,Serpentes,Uropeltidae,291.0,SVL,Booidea**,-5.738,2.848,1.28,19.0,no,NA
Atractus sanguineus,yes,Squamata,Serpentes,Dipsadidae,424.0,TL,Dipsadidae**,-5.381,2.536,1.28,19.1,no,NA
Calamaria pavimentata,yes,Squamata,Serpentes,Colubridae,490.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.28,19.2,yes,Calamaria pavimentata
Oligodon venustus,yes,Squamata,Serpentes,Colubridae,490.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.28,19.2,no,NA
Sibynophis bivittatus,yes,Squamata,Serpentes,Colubridae,490.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.28,19.2,no,NA
Tantilla armillata,yes,Squamata,Serpentes,Colubridae,490.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.28,19.2,no,NA
Atractus lasallei,yes,Squamata,Serpentes,Dipsadidae,425.0,TL,Dipsadidae**,-5.381,2.536,1.28,19.3,no,NA
Geophis bicolor,yes,Squamata,Serpentes,Dipsadidae,425.0,TL,Dipsadidae**,-5.381,2.536,1.28,19.3,no,NA
Hologerrhum philippinum,yes,Squamata,Serpentes,Natricidae,443.0,TL,Natricidae (Scharf et al. 2014),-7.456,3.303,1.29,19.3,no,NA
Eirenis barani,yes,Squamata,Serpentes,Colubridae,492.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.29,19.4,yes,Eirenis barani
Geophis laticinctus,yes,Squamata,Serpentes,Dipsadidae,426.0,TL,Dipsadidae**,-5.381,2.536,1.29,19.4,no,NA
Letheobia feae,yes,Squamata,Serpentes,Typhlopidae,330.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.29,19.4,yes,Rhinotyphlops feae
Cacophis krefftii,yes,Squamata,Serpentes,Elapidae,345.0,TL,Elapidae,-4.819,2.407,1.29,19.5,no,NA
Ninia hudsoni,yes,Squamata,Serpentes,Dipsadidae,427.0,TL,Dipsadidae**,-5.381,2.536,1.29,19.5,no,NA
Pseudorabdion montanum,yes,Squamata,Serpentes,Colubridae,495.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.29,19.7,no,NA
Tropidophis celiae,yes,Squamata,Serpentes,Tropidophiidae,344.0,SVL,all snakes,-5.773,2.786,1.29,19.7,no,NA
Erythrolamprus carajasensis,yes,Squamata,Serpentes,Dipsadidae,429.0,TL,Dipsadidae**,-5.381,2.536,1.29,19.7,no,NA
Oligodon chinensis,yes,Squamata,Serpentes,Colubridae,496.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.30,19.8,yes,Oligodon chinensis
Atractus badius,yes,Squamata,Serpentes,Dipsadidae,430.0,TL,Dipsadidae**,-5.381,2.536,1.30,19.8,yes,Atractus badius
Atractus tamessari,yes,Squamata,Serpentes,Dipsadidae,430.0,TL,Dipsadidae**,-5.381,2.536,1.30,19.8,no,NA
Phalotris punctatus,yes,Squamata,Serpentes,Dipsadidae,430.0,TL,Dipsadidae**,-5.381,2.536,1.30,19.8,no,NA
Sibon sanniolus,yes,Squamata,Serpentes,Dipsadidae,430.0,TL,Dipsadidae**,-5.381,2.536,1.30,19.8,no,NA
Thamnodynastes chimanta,yes,Squamata,Serpentes,Dipsadidae,430.0,TL,Dipsadidae**,-5.381,2.536,1.30,19.8,no,NA
Fimbrios klossi,yes,Squamata,Serpentes,Xenodermatidae,395.0,TL,Caenophidia**,-4.960,2.410,1.30,19.9,no,NA
Apostolepis phillipsae,yes,Squamata,Serpentes,Dipsadidae,432.0,TL,Dipsadidae**,-5.381,2.536,1.30,20.1,no,NA
Liophidium chabaudi,yes,Squamata,Serpentes,Lamprophiidae,490.0,TL,Lamprophiidae,-6.286,2.821,1.30,20.1,yes,Liophidium chabaudi
Micrelaps vaillanti,yes,Squamata,Serpentes,Lamprophiidae,490.0,TL,Lamprophiidae,-6.286,2.821,1.30,20.1,no,NA
Acutotyphlops banaorum,yes,Squamata,Serpentes,Typhlopidae,333.0,TL,Typhlopidae (Scharf et al. 2014),-8.012,3.693,1.30,20.1,no,NA
Calliophis melanurus,yes,Squamata,Serpentes,Elapidae,350.0,TL,Elapidae,-4.819,2.407,1.30,20.2,yes,Calliophis melanurus
Colubroelaps nguyenvansangi,yes,Squamata,Serpentes,Colubridae,500.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.30,20.2,no,NA
Elapoidis fusca,yes,Squamata,Serpentes,Colubridae,500.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.30,20.2,no,NA
Gongylosoma longicauda,yes,Squamata,Serpentes,Colubridae,500.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.30,20.2,no,NA
Macrocalamus tweediei,yes,Squamata,Serpentes,Colubridae,500.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.30,20.2,no,NA
Macroprotodon brevis,yes,Squamata,Serpentes,Colubridae,500.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.30,20.2,no,NA
Meizodon krameri,yes,Squamata,Serpentes,Colubridae,500.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.30,20.2,no,NA
Oligodon brevicauda,yes,Squamata,Serpentes,Colubridae,500.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.30,20.2,no,NA
Tantilla ruficeps,yes,Squamata,Serpentes,Colubridae,500.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.30,20.2,no,NA
Telescopus gezirae,yes,Squamata,Serpentes,Colubridae,500.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.30,20.2,no,NA
Tetralepis fruhstorferi,yes,Squamata,Serpentes,Colubridae,500.0,TL,Colubridae (Scharf et al. 2014),-5.548,2.539,1.30,20.2,no,NA
Atractus apophis,yes,Squamata,Serpentes,Dipsadidae,433.0,TL,Dipsadidae**,-5.381,2.536,1.31,20.2,no,NA
Nothopsis rugosus,yes,Squamata,Serpentes,Dipsadidae,433.0,TL,Dipsadidae**,-5.381,2.536,1.31,20.2,yes,Nothopsis rugosus
